Num,YEAR,SOC_NAME,Count,PREVAILING_WAGE
1544,2013,Materials Engineers,825,71852.45455
1545,2013,Materials Scientists,539,61550.42746
1546,2013,"Mathematical Science Occupations, All Other",24,44982.625
1547,2013,"Mathematical Science Teachers, Postsecondary",580,45481.43174
1548,2013,Mathematical Technicians,27,42581.51852
1549,2013,Mathematicians,187,69158.7431
1550,2013,Mechanical Drafters,28,47581.47857
1551,2013,Mechanical Engineering Technicians,38,51304.80526
1552,2013,Mechanical Engineers,5273,69562.70141
1553,2013,"Mechanical Engineers, Non R&D",12,58966.16
1554,2013,"Mechanical Engineers, R&D",160,47727.93375
1555,2013,"Media and Communication Equipment Workers, All Oth",5,62899.2
1556,2013,"Media and Communication Workers, All Other",162,40058.65556
1557,2013,Medical Appliance Technicians,3,31678.66667
1558,2013,Medical Assistants,5,51118.12
1559,2013,Medical Equipment Repairers,3,46980.33333
1560,2013,Medical Records and Health Information Technicians,23,39358.08696
1561,2013,"Medical Scientists, Except Epidemiologists",3492,69161.71006
1562,2013,Medical Secretaries,1,39749
1563,2013,Medical and Clinical Laboratory Technicians,34,38833.58824
1564,2013,Medical and Clinical Laboratory Technologists,864,47438.5214
1565,2013,Medical and Health Services Managers,708,71761.07571
1566,2013,Medical and Public Health Social Workers,2,45760
1567,2013,Meeting and Convention Planners,2,52696.5
1568,2013,"Meeting, Convention, and Event Planners",154,40908.53896
1569,2013,Mental Health Counselors,110,33724.94364
1570,2013,Mental Health and Substance Abuse Social Workers,44,35063.22227
1571,2013,Merchandise Displayers and Window Trimmers,3,27678.06667
1572,2013,Microbiologists,462,44879.44989
1573,2013,"Middle School Teachers, Except Special and Career/",479,42018.55232
1574,2013,"Middle School Teachers, Except Special and Vocatio",11,43347
1575,2013,Millwrights,2,54200
1576,2013,"Mining and Geological Engineers, Including Mining",127,73921.13701
1577,2013,Models,86,69785.45814
1578,2013,Multi-Media Artists and Animators,7,55476.42857
1579,2013,Multimedia Artists and Animators,392,61493.5823
1580,2013,Museum Technicians and Conservators,35,38659.52
1581,2013,Music Directors,2,54038.4
1582,2013,Music Directors and Composers,82,40966.91134
1583,2013,Musical Instrument Repairers and Tuners,4,36774.35
1584,2013,Musicians and Singers,18,50755.14889
1585,2013,Natural Sciences Managers,203,105555.7724
1586,2013,Network Systems and Data Communications Analysts,1,104582
1587,2013,Network and Computer Systems Administrators,5877,65014.6341
1588,2013,Nonfarm Animal Caretakers,2,23607.8
1589,2013,Nuclear Engineers,48,80402.5625
1590,2013,Nuclear Medicine Technologists,4,71874.4
1591,2013,Nuclear Technicians,3,57743.33333
1592,2013,Nurse Practitioners,12,80788.93667
1593,2013,"Nursing Aides, Orderlies, and Attendants",1,26624
1594,2013,"Nursing Instructors and Teachers, Postsecondary",51,58736.3298
1595,2013,Obstetricians and Gynecologists,107,153997.9041
1596,2013,Occupational Health and Safety Specialists,63,59172.13397
1597,2013,Occupational Therapists,750,63618.64612
1598,2013,"Office Clerks, General",10,25939.68
1599,2013,"Office and Administrative Support Workers, All Oth",17,29912.28235
1600,2013,Operations Research Analysts,4128,69388.18951
1601,2013,"Opticians, Dispensing",1,21320
1602,2013,Optometrists,50,85448.028
1603,2013,Oral and Maxillofacial Surgeons,7,67635.62857
1604,2013,Orthodontists,17,127536.8353
1605,2013,Orthotists and Prosthetists,22,52329.95455
1606,2013,"Painters, Transportation Equipment",1,45406
1607,2013,Paralegals and Legal Assistants,203,48942.09261
1608,2013,Payroll and Timekeeping Clerks,2,35526
1609,2013,"Pediatricians, General",442,116010.9738
1610,2013,"Personal Care and Service Workers, All Other",1,20280
1611,2013,Personal Financial Advisors,149,64631.6443
1612,2013,Petroleum Engineers,401,103915.6434
1613,2013,Pharmacists,1653,102221.1745
1614,2013,Pharmacy Aides,1,16952
1615,2013,Pharmacy Technicians,31,29248.87097
1616,2013,"Philosophy and Religion Teachers, Postsecondary",137,50389.01277
1617,2013,Photographers,14,38290.42857
1618,2013,Photographic Process Workers and Processing Machin,2,28741.2
1619,2013,"Physical Scientists, All Other",180,55195.23017
1620,2013,Physical Therapist Assistants,11,45737.30909
1621,2013,Physical Therapists,3028,62369.8977
1622,2013,Physician Assistants,61,72972.46689
1623,2013,"Physicians and Surgeons, All Other",4495,102105.1595
1624,2013,Physicists,704,60883.79375
1625,2013,"Physics Teachers, Postsecondary",170,54474.03712
1626,2013,Plant Scientists,2,47288.5
1627,2013,"Plant and System Operators, All Other",1,59987
1628,2013,Podiatrists,25,66568.728
1629,2013,"Political Science Teachers, Postsecondary",133,50024.95789
1630,2013,Political Scientists,45,79453.92444
1631,2013,"Postsecondary Teachers, All Other",169,59223.68521
1632,2013,"Precision Instrument and Equipment Repairers, All",1,59904
1633,2013,"Preschool Teachers, Except Special Education",210,28654.05143
1634,2013,Private Detectives and Investigators,1,41434
1635,2013,Probation Officers and Correctional Treatment Spec,1,33114
1636,2013,Procurement Clerks,2,31241.5
1637,2013,Producers,4,48646.05
1638,2013,Producers and Directors,214,61873.96168
1639,2013,Product Safety Engineers,1,58302
1640,2013,"Production Workers, All Other",6,32846.43333
1641,2013,"Production, Planning, and Expediting Clerks",25,37225.352
1642,2013,Program Directors,1,44782.4
1643,2013,Proofreaders and Copy Markers,6,36556.16667
1644,2013,"Property, Real Estate, and Community Association M",47,57749.17021
1645,2013,Prosthodontists,11,67010.29091
1646,2013,Psychiatric Technicians,2,18658
1647,2013,Psychiatrists,336,135369.6152
1648,2013,"Psychologists, All Other",69,53326.66377
1649,2013,"Psychology Teachers, Postsecondary",141,51288.00305
1650,2013,Public Relations Managers,1,89211
1651,2013,Public Relations Specialists,894,46095.53714
1652,2013,Public Relations and Fundraising Managers,163,91143.04294
1653,2013,"Purchasing Agents, Except Wholesale, Retail, and F",138,50256.33043
1654,2013,Purchasing Managers,384,85166.00573
1655,2013,Radiation Therapists,4,74651.25
1656,2013,Radio and Television Announcers,4,46888.25
1657,2013,"Radio, Cellular, and Tower Equipment Installers an",5,41441.84
1658,2013,Radiologic Technologists,2,44605.6
1659,2013,Radiologic Technologists and Technicians,4,41532.4
1660,2013,Range Managers,1,44949
1661,2013,Real Estate Brokers,2,85498.5
1662,2013,Real Estate Sales Agents,2,44033.6
1663,2013,Recreation Workers,74,25079.67568
1664,2013,"Recreation and Fitness Studies Teachers, Postsecon",64,40671.50938
1665,2013,Recreational Therapists,40,36657.4
1666,2013,Registered Nurses,407,61070.40993
1667,2013,"Registered Nurses, Non R&D (ACWIA Only)",10,70684.64
1668,2013,Rehabilitation Counselors,112,29296.75768
1669,2013,"Religious Workers, All Other",7,32202.28571
1670,2013,Reporters and Correspondents,219,38140.07361
1671,2013,Residential Advisors,16,30358.79375
1672,2013,Respiratory Therapists,3,48057.33333
1673,2013,Retail Salespersons,2,22984
1674,2013,"Sales Agents, Financial Services",9,83195.55556
1675,2013,"Sales Agents, Securities and Commodities",4,72425.5
1676,2013,Sales Engineers,1294,86125.09598
1677,2013,Sales Managers,873,94342.57617
1678,2013,"Sales Representatives, Services, All Other",29,47528.7931
1679,2013,"Sales Representatives, Wholesale and Manufacturing",187,60438.15829
1680,2013,"Sales and Related Workers, All Other",13,41596.67692
1681,2013,"Secondary School Teachers, Except Special and Care",1422,44821.96534
1682,2013,"Secondary School Teachers, Except Special and Voca",41,44132.97561
1683,2013,"Secretaries and Administrative Assistants, Except",11,32449.90909
1684,2013,"Securities, Commodities, and Financial Services Sa",305,91568.49574
1685,2013,Self-Enrichment Education Teachers,84,32526.99286
1686,2013,"Service Unit Operators, Oil, Gas, and Mining",1,38709
1687,2013,Set and Exhibit Designers,31,46754.34839
1688,2013,Ship Engineers,1,47840
1689,2013,"Shipping, Receiving, and Traffic Clerks",2,35037.5
1690,2013,Slaughterers and Meat Packers,1,26998
1691,2013,Social Science Research Assistants,277,35735.76462
1692,2013,"Social Sciences Teachers, Postsecondary, All Other",28,49050.35714
1693,2013,"Social Scientists and Related Workers, All Other",98,51809.19592
1694,2013,"Social Work Teachers, Postsecondary",43,50358.32837
1695,2013,"Social Workers, All Other",34,41014.34706
1696,2013,Social and Community Service Managers,192,56883.39583
1697,2013,Social and Human Service Assistants,5,31761.6
1698,2013,Sociologists,57,58096.08772
1699,2013,"Sociology Teachers, Postsecondary",50,46021.3104
1700,2013,"Software Developers, Applications",49944,84409.12582
1701,2013,"Software Developers, Applications, Non R & D",62,63861.09677
1702,2013,"Software Developers, Applications, R&D",26,62008.02308
1703,2013,"Software Developers, Systems Software",12010,89985.39242
1704,2013,"Software Developers, Systems Software, Non R&D",13,56445.84615
1705,2013,"Software Developers, Systems Software, R&D",14,66151.62857
1706,2013,Software Quality Assurance Engineers and Testers,101,77229.52752
1707,2013,Soil and Plant Scientists,393,44825.53934
1708,2013,Sound Engineering Technicians,7,49539.65714
1709,2013,"Special Education Teachers, All Other",5,45354.8
1710,2013,"Special Education Teachers, Kindergarten and Eleme",43,46878.10233
1711,2013,"Special Education Teachers, Middle School",118,47591.81686
1712,2013,"Special Education Teachers, Preschool",9,45455.6
1713,2013,"Special Education Teachers, Preschool, Kindergarte",219,46860.92269
1714,2013,"Special Education Teachers, Secondary School",173,48846.44971
1715,2013,Speech-Language Pathologists,331,61880.79577
1716,2013,Stationary Engineers and Boiler Operators,2,41724.8
1717,2013,Statistical Assistants,46,39217.07391
1718,2013,Statisticians,1883,64850.81445
1719,2013,Storage and Distribution Managers,1,54579
1720,2013,Substance Abuse and Behavioral Disorder Counselors,18,36361.74444
1721,2013,Substitute teachers (OES only),3,25112.53333
1722,2013,Surgeons,153,177735.6583
1723,2013,Surgical Technologists,1,41412.8
1724,2013,Survey Researchers,98,39454.8698
1725,2013,Surveying and Mapping Technicians,8,40170.1
1726,2013,Surveyors,21,53646.14286
1727,2013,"Tax Examiners and Collectors, and Revenue Agents",3,55203
1728,2013,Tax Preparers,15,29347.4
1729,2013,Teacher Assistants,9,22908.88889
1730,2013,"Teachers and Instructors, All Other",467,32835.97874
1731,2013,Technical Directors/Managers,4,54948.25
1732,2013,Technical Writers,260,54958.57462
1733,2013,Telecommunications Equipment Installers and Repair,19,43742.4
1734,2013,"Textile, Apparel, and Furnishings Workers, All Oth",3,31428.66667
1735,2013,"Therapists, All Other",40,44701.35
1736,2013,Tile and Marble Setters,1,29473.6
1737,2013,"Title Examiners, Abstractors, and Searchers",1,50981
1738,2013,Training and Development Managers,143,80473.68671
1739,2013,Training and Development Specialists,329,54958.03951
1740,2013,Transportation Inspectors,19,46907.24211
1741,2013,Transportation Managers,2,39873.6
1742,2013,"Transportation Workers, All Other",4,35802
1743,2013,"Transportation, Storage, and Distribution Managers",192,74304.00729
1744,2013,Travel Agents,4,43581
1745,2013,Travel Guides,3,34056.66667
1746,2013,"Treasurers, Controllers, and Chief Financial Offic",7,101598.9771
1747,2013,Urban and Regional Planners,94,56382.98809
1748,2013,Veterinarians,272,63372.48235
1749,2013,Veterinary Assistants and Laboratory Animal Careta,3,22027.06667
1750,2013,Veterinary Technologists and Technicians,5,30259.8
1751,2013,"Vocational Education Teachers, Postsecondary",31,47665.98065
1752,2013,Web Developers,388,59120.21495
1753,2013,"Wholesale and Retail Buyers, Except Farm Products",104,46516.34346
1754,2013,Writers and Authors,126,54179.68968
1755,2013,Zoologists and Wildlife Biologists,60,42810.58667
1756,2014,Accountants,97,51826.38144
1757,2014,Accountants and Auditors,8512,56396.33208
1758,2014,Actors,2,26766.5
1759,2014,Actuaries,484,79088.90413
1760,2014,Adhesive Bonding Machine Operators and Tenders,1,40768
1761,2014,Administrative Services Managers,129,63055.25736
1762,2014,Adult Basic and Secondary Education and Literacy T,49,34823.33878
1763,2014,"Adult Literacy, Remedial Education, and GED Teache",3,35318.4
1764,2014,Advertising Sales Agents,21,47677.7619
1765,2014,Advertising and Promotions Managers,382,83369.33026
1766,2014,Aerospace Engineering and Operations Technicians,24,56353.28333
1767,2014,Aerospace Engineers,233,79915.60086
1768,2014,"Agents and Business Managers of Artists, Performer",49,55137.81224
1769,2014,Agricultural Engineers,71,50963.10141
1770,2014,Agricultural Inspectors,41,32962.8439
1771,2014,"Agricultural Sciences Teachers, Postsecondary",59,54102.17424
1772,2014,"Agricultural Workers, All Other",4,27456.1
1773,2014,Agricultural and Food Science Technicians,45,32664.34222
1774,2014,Aircraft Mechanics and Service Technicians,7,57818.22857
1775,2014,"Aircraft Structure, Surfaces, Rigging, and Systems",1,27456
1776,2014,Airfield Operations Specialists,2,31481
1777,2014,"Airline Pilots, Copilots, and Flight Engineers",7,78760.22857
1778,2014,Anesthesiologists,70,132003.7229
1779,2014,Animal Breeders,69,27344.4058
1780,2014,Animal Scientists,94,50018.75745
1781,2014,Animal Trainers,1,24377.6
1782,2014,Anthropologists and Archeologists,9,49693.37778
1783,2014,"Anthropology and Archeology Teachers, Postsecondar",36,53847.75
1784,2014,Appraisers and Assessors of Real Estate,12,49776.13333
1785,2014,"Arbitrators, Mediators, and Conciliators",2,68151
1786,2014,"Architects, Except Landscape and Naval",872,55146.84679
1787,2014,Architectural Drafters,8,41607.75
1788,2014,Architectural and Civil Drafters,541,42693.87837
1789,2014,Architectural and Engineering Managers,1248,121359.6745
1790,2014,"Architecture Teachers, Postsecondary",86,62715.80233
1791,2014,Archivists,18,44187.48889
1792,2014,"Area, Ethnic, and Cultural Studies Teachers, Posts",91,57325.06637
1793,2014,Art Directors,328,90598.80037
1794,2014,"Art, Drama, and Music Teachers, Postsecondary",220,45512.27145
1795,2014,"Artists and Related Workers, All Other",12,50572.78583
1796,2014,"Assemblers and Fabricators, All Other",2,43381.5
1797,2014,Astronomers,82,56804.43171
1798,2014,Athletic Trainers,59,37125.48475
1799,2014,Atmospheric and Space Scientists,143,61413.28252
1800,2014,"Atmospheric, Earth, Marine, and Space Sciences Tea",70,54179.48571
1801,2014,Audio and Video Equipment Technicians,5,37082.24
1802,2014,Audio-Visual and Multimedia Collections Specialist,14,33621.51429
1803,2014,Audiologists,19,62900.34737
1804,2014,Auditors,9,84903.33333
1805,2014,Automotive Service Technicians and Mechanics,1,46259
1806,2014,Bartenders,1,20779.2
1807,2014,Bill and Account Collectors,2,26083
1808,2014,Billing and Posting Clerks,5,31316.4
1809,2014,Biochemists,4,48817.75
1810,2014,Biochemists and Biophysicists,2497,46314.02663
1811,2014,"Biological Science Teachers, Postsecondary",247,53996.27794
